Old-ID,NEW,match?,Old Name,status,comments,OldID lookup,
Old10,New54,Old10,Nisibis,,,Old46,
Old155,New54,Old155,Nisibis,,,Old46,
Old260,New54,Old260,Nisibis,,,Old167,
Old286,New54,Old286,School of Nisibis,,,Old167,
Old289,New54,Old289,Nisibis,,,Old32,
Old445,New54,Old445,Nisibis,,,Old246,
Old456,New54,Old456,Nisibis,,,Old246,
Old87,New54,Old87,Nisibis,,,Old377,
Old11,New55,Old11,Erbil,,,Old489,
Old141,New55,Old141,Arbela,,,Old91,
Old181,New55,Old181,Arbel,,,Old91,
Old259,New55,Old259,Arbela,,,Old168,
Old473,New55,Old473,Arbela (Erbil),,,Old264,
Old83,New55,Old83,Erbil,,,Old216,
Old12,New56,Old12,Mosul,,,Old216,
Old153,New56,Old153,Mosul,,,Old217,
Old367,New56,Old367,Mosul,,,Old217,
Old407,New56,Old407,Mosul,,,Old282,
Old487,New56,Old487,Mosul,,,Old282,
Old86,New56,Old86,Mosul,,,Old132,
Old15,New57,Old15,Daququa,,,Old157,
Old13,New58,Old13,Tarbiz,,,Old157,
Old491,New58,Old491,Tabriz,,,Old410,
Old174,New59,Old174,Van,,,Old410,
Old182,New6,Old182,Barṭelle,,,Old351,
Old16,New60,Old16,Hulwan,,,Old48,
Old80,New60,Old80,Hulwan,,,Old57,
Old157,New61,Old157,Seleucia,,,Old57,
Old145,New62,Old145,Ctesiphon,,,Old255,
Old18,New62,Old18,Seleucia-Ctesiphon,,,Old255,
Old267,New62,Old267,Seleucia-Ctesiphon,,,Old219,
Old373,New62,Old373,Seleucia-Ctesiphon,,,Old219,
Old437,New62,Old437,Ctesiphon,,,Old383,
Old19,New63,Old19,Rai,,,Old383,
Old75,New63,Old75,Rai,,,Old159,
Old21,New64,Old21,Basra,,,Old159,
Old22,New65,Old22,Rev Ardashir,,,Old71,
Old23,New66,Old23,Raqqa,,,Old29,
Old142,New67,Old142,Arzon,,,Old29,
Old24,New67,Old24,Arzun,,,Old119,
Old25,New68,Old25,Bidlis,,,Old490,
Old26,New69,Old26,Qardu,,,Old490,
Old183,New7,Old183,Başkale,,,Old356,
Old41,New70,Old41,Balad,,,Old359,
Old293,New71,Old293,Hdatta,,,Old356,
Old343,New71,Old343,Ḥdatta,,,Old359,
Old42,New71,Old42,Hdatta,,,Old220,
Old290,New72,Old290,Tikrit,,,Old221,
Old90,New72,Old90,Tagrit,,,Old221,
Old265,New73,Old265,Harran,,,Old378,
Old278,New73,Old278,Ḥarrān,,,Old378,
Old436,New73,Old436,Carrhae (Harran),,,Old105,
Old89,New73,Old89,Harran,,,Old105,
Old227,New74,Old227,Baghdad,,,Old283,
Old369,New74,Old369,Baghdad,,,Old358,
Old396,New74,Old396,Baghdad,,,Old133,
Old474,New74,Old474,Baghdad,,,Old133,
Old74,New74,Old74,Baghdad,,,Old158,
Old68,New75,Old68,Ispahan,,,Old229,
Old414,New76,Old414,Hamadan,,,Old69,
Old66,New76,Old66,Hamadan,,,Old134,
Old67,New77,Old67,Nihawand,,,Old134,
Old133,New78,Old133,Susiana,,,Old427,
Old158,New78,Old158,Susa,,,Old13,
Old229,New78,Old229,Susa,,,Old13,
Old69,New78,Old69,Susa,,,Old491,
Old150,New79,Old150,Kaškar,,,Old290,
Old284,New79,Old284,Kashkar,,,Old290,
Old61,New79,Old61,Kashkar,,,Old90,
Old184,New8,Old184,Baxʿa,,,Old337,
Old58,New80,Old58,Dinawar,,,Old337,
Old57,New81,Old57,Shahrzur,,,Old339,
Old29,New82,Old29,Shigar,,,Old339,
Old106,New83,Old106,Edessa,,,Old38,
Old147,New83,Old147,Edessa,,,Old355,
Old270,New83,Old270,Edessa,,,Old355,
Old277,New83,Old277,Edessa,,,Old320,
Old297,New83,Old297,Edessa,,,Old320,
Old440,New83,Old440,Edessa,,,Old247,
Old455,New83,Old455,Edessa,,,Old247,
Old296,New84,#N/A,Rome,not in final index,,Old322,
Old409,New84,#N/A,Rome,not in final index,,Old381,
Old488,New84,#N/A,Rome,not in final index,,Old381,
Old239,New85,Old239,Merv,,,Old222,
Old295,New85,Old295,Merv,,,Old222,
Old374,New85,Old374,Merv,,,Old115,
Old237,New86,Old237,Khotan,,,Old115,
Old307,New86,Old307,Khotan,,,Old316,
Old231,New87,Old231,"Beijing 北京 (Khanbalik, Dadu 大都)",,,Old316,
Old314,New87,Old314,Khanbaliq (Beijing),,,Old169,
Old329,New88,Old329,Konye-Urgench,,,Old169,
Old238,New89,Old238,Luoyang 洛陽,,,Old512,
Old185,New9,Old185,Betanure,,,Old512,
Old148,New90,Old148,Jerusalem,,,Old326,
Old258,New90,Old258,Jerusalem,,,Old326,
Old403,New90,Old403,Jerusalem,,,Old353,
Old443,New90,Old443,Jerusalem,,,Old353,
Old481,New90,Old481,Jerusalem,,,Old138,
Old244,New91,Old244,Qaraqorum,,,Old223,
Old262,New92,Old262,Palmyra,,,Old223,
Old281,New92,Old281,Palmyra,,,Old49,
Old99,New92,Old99,Palmyra,,,Old166,
Old346,New93,Old346,Panjikent,,,Old173,
Old245,New94,Old245,Quanzhou 泉州,,,Old331,
Old298,New94,Old298,Quanzhou (Zayton),,,Old331,
Old246,New95,Old246,Samarkand,,,Old510,
Old377,New95,Old377,Samarqand,,,Old510,
Old489,New95,Old489,Samarkand,,,Old492,
Old91,New96,Old91,Samarra,,,Old492,
Old167,New97,Old167,Salamas,,,Old117,
Old32,New97,Old32,Salmas,,,Old117,
Old264,New98,Old264,Samosata,,,Old170,
Old447,New99,Old447,Scythopolis,,,Old385,
Old129,,#N/A,Mesopotamia,not in final index,,Old470,Deprecated
Old386,,#N/A,Central Asia,not in final index,,Old248,Deprecated
Old387,,#N/A,Europe,not in final index,,Old248,Deprecated
Old390,,#N/A,South America,not in final index,,Old370,Deprecated
Old398,,#N/A,Chicago,not in final index,,Old354,Deprecated
Old416,,#N/A,Australia,not in final index,,Old171,Deprecated
Old418,,#N/A,Germany,not in final index,,Old171,Deprecated
Old423,,#N/A,Netherlands,not in final index,,Old172,Deprecated
Old424,,#N/A,Persia,added to xml,,Old249,Deprecated
Old425,,#N/A,Russia,not in final index,,Old249,Deprecated
Old426,,#N/A,Sweden,not in final index,,Old379,Deprecated
Old464,,#N/A,Byzantium,not in final index,,Old375,Deprecated
Old499,,#N/A,France,not in final index,,Old375,Deprecated
Old108,,#N/A,Great Monastery (of Abraham of Kashkar),added to xml,,Old224,Later
Old114,,#N/A,Rabban-Šabuhr,not in final index,,Old224,Later
Old124,,#N/A,BĒth-Arabāyē,added to xml,,Old34,
Old168,New394,Old168,Šamməsdin,,,Old411,
Old218,,#N/A,Šəno (Ushnuye),added to xml,,Old318,Later
Old338,,#N/A,Krasnaya Rechka,check,added to Navekath and Balasghuna; but they are different places; will need to disambiguate later.,Old318,Later
Old342,,#N/A,Sarai,not in final index,,Old174,Later
Old368,New60,Old368,Ḥolwān,,,Old174,
Old45,,#N/A,Qasr,question,"this seems to be a generic term (It appears to mean palace/mansion, though may have technical usage?); we have several Qasr entries, but they are all specific places, e.g. Qasr Ibrihim. I don’t think we have an entry just for Qasr.",Old462,Later
Old451,,#N/A,Roman/Sasanian Border,not in final index,,Old118,Later
Old457,,#N/A,Beth Qoqa,not in final index,,Old118,Later
Old476,New68,Old476,Bitlis,,,Old251,
Old480,New52,Old480,Ḥiṣn-Kayf,,,Old251,
Old494,,#N/A,Ilkhanate,not in final index,,Old309,Later
Old496,,#N/A,Mamluk Sultanate,not in final index,,Old309,Later
Old497,,#N/A,Ottoman Empire,not in final index,,Old136,Later
Old498,,#N/A,Safavid Empire,not in final index,,Old175,Later
,,,,,,Old137,
,,,,,,Old59,
,,,,,,Old92,
,,,,,,Old225,
,,,,,,Old225,
,,,,,,Old493,
,,,,,,Old493,
,,,,,,Old160,
,,,,,,Old160,
,,,,,,Old252,
,,,,,,Old252,
,,,,,,Old178,
,,,,,,Old178,
,,,,,,Old179,
,,,,,,Old179,
,,,,,,Old50,
,,,,,,Old50,
